ID	example study	PMID	note	quote	URL	title
COHO:0000833	GCST90994116	PMID:41544563	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Genome-wide interaction analysis of long-term trihalomethane exposure in drinking water and colorectal cancer risk in a Spanish Multicenter Case-Control Study (MCC-Spain).	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A41544563+AND+SRC%3AMED&format=json&resultType=core	
COHO:0000834	GCST90102623	PMID:27329260	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	MICROS 1 1189 - 0 - 47 46 149.0 (84) NA Italy Pattaro el al (2007), BMC Med Gen 5, 8-29	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5013013/supplementaryFiles	
COHO:0000835	GCST90102623	PMID:27329260	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	MrOS Sweden 1 941 - 0 - 100 75 113.1 (85.2, 145.8) NA Sweden [PMID: 16598372] Mellström et al. 2006 J Bone Miner Res 21, 529-535.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5013013/supplementaryFiles	
COHO:0000836	GCST90296729	PMID:37210288	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Formalin-fixed, paraffin-embedded tumor tissue blocks from the New England Bladder Cancer Study (NEBCS), the Spanish Bladder Cancer EPICURO Study (SBCS), and the UROMOL consortium were used to determine FGFR3 somatic mutations (Supplementary material).	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC10330197/unicode	
COHO:0000837	GCST90104085	PMID:33583074	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	PD data also included the NINDS Parkinson’s Disease dataset provided through dbGaP accession phs001172.	https://pmc.ncbi.nlm.nih.gov/articles/PMC8601399/	
COHO:0000838	GCST90472755	PMID:38184787	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	By analyzing data from the National Prion Disease Pathology Surveillance Center (NPDPSC) and the National Alzheimer's Coordinating Center (NACC), we constructed two data sets of rpAD cases based on either pathological findings or cognitive measurements.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10984493/fullTextXML	
COHO:0000839	GCST90897930	PMID:40025045	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Cooperative Study of Sickle Cell Disease (CSSCD: n = 841), Multicenter Study of Hydroxyurea (MSH: n = 178), Pulmonary Hypertension and the Hypoxic Response in Sickle Cell Disease (PUSH) study (n = 73), Comprehensive Sickle Cell Centers Collaborative Data (C-data) project (n = 127), Treatment of Pulmonary Hypertension and Sickle Cell Disease with Sildenafil Treatment (Walk-PHaSST) trial (n = 181), Duke University Outcome Modifying Genes study (n = 152), and Silent Infarct Transfusion (SIT) trial (SITT: n = 488).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11873275/fullTextXML	
COHO:0000840	GCST90428054	PMID:37652906	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	We then validated the proposed SNP set on the OPDC cohort by measuring the ability to distinguish LiD PD patients.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10471743/fullTextXML	
COHO:0000841	GCST009965	PMID:32157176	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Cohort 5: OZALC-NAG (Australia) The Australian samples were women and men (aged between 20–90 years) ascertained through more than 12,000 families with information about history of cigarette smoking	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41380-020-0702-z/MediaObjects/41380_2020_702_MOESM1_ESM.pdf	
COHO:0000842	GCST90321081	PMID:37560120	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Clinical data and biosamples used in preparation of this article were obtained from the Parkinson's Progression Markers Initiative (PPMI) and the Parkinson's Disease Biomarkers Program (PDBP).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10409573/fullTextXML	
COHO:0000843	GCST90432122	PMID:39271666	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	This study focused on two distinct cohorts, including 75 K individuals from the Pakistan Genomic Resource (PGR) and 380 K individuals (n = 380,537) from the United Kingdom Biobank (UKB) The PGR 75 K individuals were recruited and consented in Pakistan for whole exome sequencing (WES) (n = 75,819), including a stroke case:control discovery cohort of 31 K (n = 31,737; n = 5135 cases and n = 26,602 controls) sequenced by the Regeneron Genetics Center and a follow-up cohort of 44 K (n = 44,082), including 30 K with self-report stroke case:control status used for replication and meta-analysis (n = 30,399; n = 160 cases and n = 30,239 controls).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11399414/fullTextXML	
COHO:0000844	GCST009965	PMID:32157176	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	In support of this, a secondary analysis in PNAT2 showed no apparent impact of the rs56113850 T allele on increasing (COT+3HC)/CPD (Figure S13).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7483250/fullTextXML	
COHO:0000845	GCST90446466	PMID:39424413	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	QUICKTEST was applied to 4 independent genome-wide association studies studies (LURIC [Ludwigshafen RIsk and Cardiovascular Health Study], MARTHA [Marseille Thrombosis Association], MEGA [Multiple Environmental and Genetic Assessment], and RETROVE [Riesgo de Enfermedad Tromboembolica Venosa]) totaling 4505 participants of European ancestry with measured FV plasma levels.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A39424413+AND+SRC%3AMED&format=json&resultType=core	
COHO:0000846	GCST90572747	PMID:40811855	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The recurrent VT GWAS meta-analysis included eight studies with confirmed unrelated VT cases of European ancestry free of cancer history: EDITH, FHS, HVH (HVH1 and HVH23), MARTHA, MEGA, PADIS-PE and REVERSE-I (Supplementary Material).	https://www.medrxiv.org/content/early/2024/12/03/2024.12.02.24317788.source.xml	
COHO:0000847	GCST90131442	PMID:35470676	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Methods and Results The STANISLAS (Suivi Temporaire Annuel Non-Invasif de la Santé des Lorrains Assurés Sociaux) study cohort is a single-center longitudinal cohort recruited between 1993 and 1995 (visit 1), with a last visit (visit 4 [V4]) performed ≈20 years apart.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A35470676+AND+SRC%3AMED&format=json&resultType=core	
COHO:0000848	GCST90909152	PMID:40072435	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The Strong Heart Study (SHS) is a large American Indian cohort recruited from 1989 to 1991, with ongoing follow-up (phase VII).	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A40072435+AND+SRC%3AMED&format=json&resultType=core	
COHO:0000849	GCST90188370	PMID:36240095	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The South London Ethnicity and Stroke Study (SLESS) is a prospective study begun in 1999 that has recruited consecutive black patients with stroke from a contiguous catchment area covered by 3 hospitals in South London	https://cdn-links.lww.com/permalink/wnl/c/wnl_2022_08_08_mitchell_1_sdc1.pdf	
COHO:0000850	GCST90104462	PMID:35998220	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The SLI Consortium was funded by Wellcome Trust Grant 076566 and UK Medical Research Council Grant G1000569.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9436320/fullTextXML	
COHO:0000851	GCST90296729	PMID:37210288	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The US Servicemen's Testicular Tumor Environmental and Endocrine Determinants Study (STEED)	https://ars.els-cdn.com/content/image/1-s2.0-S030228382302780X-mmc3.xlsx	
COHO:0000852	GCST90094399	PMID:34339498	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	We wanted to investigate (1) whether plasma complement component C5 (C5) levels are influenced by genetic variants or chronic inflammation and (2) the association between plasma C5 and risk of future VTE in a nested case-control study of 415 patients with VTE and 848 age- and sex-matched controls derived from the Tromsø Study.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A34339498+AND+SRC%3AMED&format=json&resultType=core	
COHO:0000853	GCST90296729	PMID:37210288	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Texas GWAS (Texas Bladder Cancer Study 1, TXBCS1)	https://ars.els-cdn.com/content/image/1-s2.0-S030228382302780X-mmc3.xlsx	
COHO:0000854	GCST90429846	PMID:39753771	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Asia Breast Cancer Consortium (ABCC) Studies conducted among Asian women include (Principal Investigator, grant support): the Shanghai Breast Cancer Study (W.Z. and X.-O.S., R01CA064277)	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-024-02031-y/MediaObjects/41588_2024_2031_MOESM1_ESM.pdf	
COHO:0000855	GCST90624411	PMID:40645996	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Eight studies (the Nord-Trøndelag Health Study [HUNT], deCODE, DiscoverEHR, Michigan Genomics Initiative [MGI], AFGen consortium4, FinnGen R12, Swedish Infrastructure for Medical Population-Based Life-Course and Environmental Research [SIMPLER, https://www.simpler4health.se/], and Million Veteran Program[MVP]) contributed to the discovery analysis for the European GWAS, comprising 192,851 atrial fibrillation (AF) cases and 1,239,541 controls6,41,42.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12254421/fullTextXML	
COHO:0000856	GCST90448086	PMID:37929782	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Our discovery genome-wide association study of N=12 031 ASCVD event-free individuals from the ASPREE (Aspirin in Reducing Events in the Elderly) trial identified 2 independent variants, rs9939224 (P-8) and rs56156922 (P-6), in the CETP (cholesteryl ester transfer protein) gene.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A37929782+AND+SRC%3AMED&format=json&resultType=core	
COHO:0000857	GCST90239648	PMID:34791242	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	In short, we included 34 130 participants from four population-based studies, namely the UK Biobank (20) (N = 28 919), the Austrian Stroke Prevention Study (ASPS) (N = 183), the ASPS Family Study (ASPS-Fam) (21,22) (N = 302) and the Rotterdam Study (23,24) (N = 4726).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9071440/fullTextXML	
COHO:0000858	GCST90271745	PMID:36970523	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	The Austrian Stroke Prevention Family Study (ASPS-Fam) cohort represents an extension of the prospective, population-based ASPS (Austrian Stroke Prevention Study) on the effects of vascular risk factors in normal aging.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10030935/fullTextXML	
COHO:0000859	GCST90007526	PMID:33510174	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	B-Vitamins for the PRevention Of Osteoporotic Fractures (BPROOF) study The B-PROOF study is a randomized, placebo-controlled, double-blind trial that studied the effect of vitamin B12 and folic acid supplementation on osteoporotic fractures in 2,919 people of 65 years or over	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7844411/supplementaryFiles	
COHO:0000860	GCST90565484	PMID:41558814	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Canadian Partnership for Tomorrow’s Health, China Kadoorie Biobank, Lifelines and UK Biobank.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13479210/fullTextXML	
COHO:0000861	GCST90435134	PMID:39715278	the GWAS and PGS Catalog review 2026-09-23 (third tier, checked by an independent review before minting), catalog_cohorts_review.tsv	Following quality control (see Methods), the DeCOI cohort comprised 1,220 individuals from across the entire phenotypic spectrum of SARS-CoV-2 infections (Figs 1A–1C and S1).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11706450/fullTextXML	
