ID,label,type,disease cohort,disease role,diseases,quote,source,confidence,note,classified by,checked by
COHO:0001058,Bavarian Breast Cancer Cases and Controls Study,cohort,yes,patients,breast cancer,"The Bavarian Breast Cancer Cases and Controls Study (BBCC) is a case control study that aims at the identification of genetic and non-genetic risk factors for breast cancer (Heusinger et al., 2011, Rauh et al., 2012, Schrauder et al., 2008).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9006574/supplementaryFiles,high,A hospital-based case-control study of women with invasive breast cancer and controls; the cases make it a disease cohort. No exposure is part of its design.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001059,Breast Cancer Employment and Environment Study,cohort,yes,patients,breast cancer,The Breast Cancer Employment and Environment Study included 1205 cases with incident breast cancer during 2009-2011 and 1789 controls.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A24270294+AND+SRC%3AMED&format=json&resultType=core,medium,"A population-based case-control study of incident breast cancer built, as its name says, to study employment and environmental risk factors; the bundled paper uses it for occupational ionizing radiation. The exposure verdict follows from the study's name and use rather than a design statement, since the founding paper is not in the bundle.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001060,BiDirect Study,cohort,yes,patients,depression | arteriosclerosis | acute cardiac event,"BiDirect is scheduled to follow-up three distinct cohorts of individuals ((i) patients with acute depression (N = 999), (ii) patients after an acute cardiac event (N = 347), and (iii) reference subjects from the general population (N = 912)).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4065391/fullTextXML,high,"Two of its three parallel cohorts are patients (acute depression; acute myocardial infarction or coronary syndrome), followed with population controls to study the depression-arteriosclerosis relationship, so a disease cohort of patients. No exposure focus.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001061,Blue Mountains Eye Study,cohort,yes,population study of disease,eye diseases,The Blue Mountains Eye Study (BMES) is a population-based cohort study of common eye diseases and other health outcomes.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC1524813/fullTextXML,high,"A population-based cohort of all older residents of two postcode areas whose stated purpose is common eye diseases (cataract, macular degeneration, glaucoma), so a population study of one disease family. Recruitment by residence, not by exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001062,Bonn OMNI cohort,cohort,yes,patients,Alzheimer's disease,"Bonn OMNI cohort: the Bonn OMNI cohort consists of AD patients and controls derived from a larger German GWAS cohort which was recruited from the following three sources: (i) the German Dementia Competence Network; (ii) the German study on Aging, Cognition, and Dementia in primary care patients (AgeCoDe); and (iii) the interdisciplinary Memory Clinic at the University Hospital of Bonn.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13263136/supplementaryFiles,high,"A case-control sample of Alzheimer's disease patients and controls assembled for GWAS, so a disease cohort of patients; no exposure element.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001063,Bio-Repository of DNA in Stroke,cohort,yes,patients,stroke,"The BRAINS (Bio-repository of DNA in stroke) study aims to recruit subjects with all subtypes of stroke as well as controls from UK, India, Sri Lanka and Qatar.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3738328/fullTextXML,high,"A hospital-based DNA repository of stroke patients (with controls) across three ancestral populations, so a disease cohort of patients; nothing about exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001064,Breast Oncology Galicia Network,cohort,yes,patients,breast cancer,"The BREast Oncology GAlicia Network (BREOGAN) is a population-based study conducted since 1997 in two main cities in Galicia, Spain (Vigo and Santiago de Compostela), which cover approximately 700,000 inhabitants.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9006574/supplementaryFiles,medium,"A population-based case-control study of breast cancer in Galicia contributing cases and controls to the Breast Cancer Association Consortium; the bundled sentence gives its setting, and that its participants are breast cancer cases follows from its name and consortium membership rather than a sentence naming the cases. No exposure design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001065,Kita-Nagoya Genomic Epidemiology Study,cohort,yes,population study of disease,cardiovascular disease,The Kita-Nagoya Genomic Epidemiology (KING) Study (ClinicalTrials.gov identifier NCT00262691) is an ongoing community-based prospective observational study of the genetic basis of cardiovascular disease and its risk factors,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6453927/fullTextXML,high,"A community-based cohort of local residents enrolled at health check-ups whose stated purpose is the genetic basis of cardiovascular disease, so a population study of one disease family; exposures are not its subject.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001066,Cleveland Clinic Atrial Fibrillation Study,cohort,yes,patients,atrial fibrillation,"The Cleveland Clinic Atrial Fibrillation Study consists of clinical and genetic data of patients with atrial fibrillation and control cohorts from the Cleveland Clinic CV/Arrhythmia Biobank, including the Cleveland Clinic Lone Atrial Fibrillation GeneBank.",https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001189.v5.p1,high,"A biobank case set of patients with (early-onset, lone) atrial fibrillation and controls, so a disease cohort of patients; no exposure element.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001067,California Childhood Cancer Record Linkage Project,cohort,yes,patients,childhood cancer | acute lymphoblastic leukemia | glioma,The California Childhood Cancer Record Linkage Project (CCRLP) includes all children born in California during 1982–2009 and diagnosed with ALL at the age of 0–14 years per California Cancer Registry records from 1988 to 2011.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10550840/fullTextXML,high,"A record-linkage case-control study whose cases are California-born children with cancer (leukaemia, glioma) in the state cancer registry, matched to cancer-free controls, so a disease cohort of patients; not defined by any exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001068,CLOZUK study,cohort,yes,patients,treatment-resistant schizophrenia,Pharmacokinetic and genomic data from the study participants were acquired as part of the CLOZUK study14 of individuals from the UK who had been prescribed clozapine for treatment-resistant schizophrenia.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10824469/fullTextXML,high,"A sample of people prescribed clozapine for treatment-resistant schizophrenia, drawn from clozapine monitoring services, so a disease cohort of patients. Clozapine is a medication, which does not count as an environmental exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001069,Colorado Longitudinal Twin Study,cohort,no,,,The Colorado sample (COLORADO) includes same sex monozygotic (MZ) and dizygotic (DZ) twins recruited from the Colorado Longitudinal Twin Sample that was designed to investigate genetic and environmental influences on cognitive and emotional development.,https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC10827666/unicode,high,"A twin registry sample followed for psychological and cognitive development; 'environmental influences' here is the behaviour-genetics sense (shared and non-shared environment), not a measured environmental exposure, and the cohort is not about a disease.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001070,Combined Small Datasets Collection,cohort aggregation,yes,patients,Alzheimer's disease,"The CSDC is a harmonized collection of merged small datasets (comprising the existing datasets of BIOCARD, CHAP2, EAS, RMAYO, ROSMAP2, and WASHU2) used in common variant analyses to deal with small case and control counts within the individual studies.",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-026-02583-1/MediaObjects/41588_2026_2583_MOESM1_ESM.pdf,medium,"An Alzheimer's Disease Genetics Consortium aggregation that merges six small Alzheimer's disease case-control datasets (fewer than 100 cases or cognitively normal elders each) for association analysis, so classified as what it collects: patients with Alzheimer's disease. The quote gives the case-control composition; the disease comes from the ADRD meta-analysis it serves.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001071,Columbia University COVID-19 Biobank,cohort,yes,patients,COVID-19,"The Columbia COVID-19 Biobank recruited consecutive COVID-19 cases (positive result from nasopharyngeal SARS-CoV-2 polymerase chain reaction test), regardless of age, sex, or race/ethnicity who received care at the Columbia University Irving Medical Center.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8497954/fullTextXML,high,"A biobank of consecutive PCR-confirmed COVID-19 patients treated at one medical centre, so a disease cohort of patients; the participants are infected patients, not an exposed-uninfected group, so exposure is no.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001072,FIN-D2D 2007,cohort,yes,population study of disease,type 2 diabetes | obesity,"As a part of the evaluation, population-based health examination surveys with independent random samples from the population were conducted in the beginning and at the end of the project period.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3118241/fullTextXML,medium,"A random population sample examined in 2007 to evaluate FIN-D2D, Finland's national type 2 diabetes prevention programme, by measuring the prevalence of diabetes, obesity and their risk factors; a general-population survey whose stated purpose is one disease, so a population study of disease. Not an exposure cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001073,DietBB sample,cohort,yes,patients,dementia,The DietBB sample included in this GWAS is a subsample extracted from the AgeCoDe cohort in the context of an ongoing genome-wide methylation analysis for dementia.,https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-026-02583-1/MediaObjects/41588_2026_2583_MOESM1_ESM.pdf,medium,"A subsample of the AgeCoDe primary-care cohort selected for a methylation study of dementia: participants dementia-free at baseline with DNA, of whom some developed dementia during follow-up while 'The additional 200 remain free of dementia until last follow up of AgeCoDe', so a nested case-control sample of incident dementia cases with controls. Despite the Diet-Body-Brain name, the bundle shows no exposure-based selection or design.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0001074,"Dietary, Lifestyle and Genetic Determinants of Obesity and Metabolic Syndrome study",cohort,yes,population study of disease,obesity | metabolic syndrome,"DILGOM study was carried out in 5,024 individuals to investigate the factors leading to obesity and metabolic syndrome.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9311699/supplementaryFiles,medium,"A population-based FINRISK 2007 sub-study set up, as its name states, to study dietary, lifestyle and genetic determinants of obesity and metabolic syndrome: diet and lifestyle are its main subject, so an exposure cohort designed to study exposures, and a general-population cohort whose stated purpose is obesity and metabolic syndrome, so a population study of disease. The design is stated only through the study's name and one aim sentence, hence medium.","Claude Fable 5.1 (Anthropic), 2026-09",
