ID,label,type,participants,counts,cases,controls,year,quote,source,quote verified,confidence,needs,note,batch
COHO:0000840,Oxford Parkinson's Disease Centre Discovery Cohort,cohort,924,Parkinson's disease patients recruited by the time of analysis (recruitment Sept 2010 to Sept 2014),,,2014,"At the time of this analysis, OPDC had recruited 924 patients (see Fig. 1) but we excluded 154 subjects either because of disease duration (41), they had a prior PD probability of <90% clinically (112), or because of a concomitant neurological disorder leading to significant disability in addition to PD, such that assessment of motor function was invalid (1).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4923737/fullTextXML,yes,medium,,"Definition source PMID:26405788 (Lawton et al. 2015), which analysed 769 of them; it cites the cohort's design paper for full details, which was not read. Counts PD patients only; the OPDC Discovery cohort also recruited controls and at-risk participants, not counted here. The example study PMID:37652906 gives its post-QC OPDC number only in a table.",s042
COHO:0000841,Australian Alcohol and Nicotine Studies,cohort,8754,family members genotyped genome-wide (analysed subset of the families),,,2011,Genome-wide single nucleotide polymorphism (SNP) genotyping was performed with 8754 individuals (2062 alcohol-dependent cases) selected for informativeness for alcohol use disorder and associated quantitative traits.,PMID:21529783,yes,medium,,"Definition source (Heath et al., Biol Psychiatry 2011), abstract. The genotyped individuals were drawn from a larger pool: 'Samples were ascertained from a pool of approximately 11,700 Australian families identified through diagnostic interview surveys' (a count of families, not people). The example study PMID:32157176 supplement says the OZALC-NAG samples were 'ascertained through more than 12,000 families'. No source read gives the number of interviewed individuals across the studies, so the genotyped number is recorded; 2062 is the alcohol-dependent cases among them, not a case-control design.",s042
COHO:0000842,Parkinson's Disease Biomarkers Program,cohort,1082,participants enrolled as of October 2014 (72% of planned enrolment),,338,2014,"The PDBP has enrolled 1082 individuals, including 620 with PD, 101 with parkinsonism (46 PSP, 36 MSA, 19 parkinsonism with currently undetermined diagnosis), 23 with essential tremor, and 338 controls (72% of planned enrollment) as of 10/21/2014 (enrollment ends 8/31/2015).",https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC4824671/unicode,yes,medium,,"PDBP design paper (Rosenthal et al. 2016, PMID:26442452); an interim count, enrolment was to continue to August 2015. Abstract: 'As of October 2014, 1,082 participants have enrolled (620 PD, 101 with other causes of parkinsonism, 23 essential tremor, and 338 controls)'. The same paper mentions legacy data 'on over 1700 unique participants' from earlier NINDS studies. cases left null (several diagnostic groups, not a case-control study). No later whole-programme count was read; a later PDBP or AMP-PD data description would give the final enrolment.",s042
COHO:0000843,Pakistan Genomic Resource,cohort,250000,participants enrolled by September 2023 (approximate; target 1 million),,,2023,"PGR is a growing biobank that aims to enroll 1 million participants across Pakistan and as of September 2023, ~250,000 participants across n = 48 clinical sites in n = 17 cities from all over Pakistan have been enrolled.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11399414/fullTextXML,yes,medium,,"Definition and example source PMID:39271666; the figure is approximate ('~250,000') and the biobank is still growing. The same paper's exome-sequenced subset: '75 thousand (K) (n = 75,819) individuals were recruited and consented in Pakistan for whole exome sequencing', including a stroke discovery cohort of 5135 cases and 26,602 controls.",s042
COHO:0000844,Pharmacogenetics of Nicotine Addiction Treatment,cohort,1246,treatment-seeking smokers enrolled and randomised,,,,"1246 participants (662 slow metabolisers of nicotine, 584 normal metabolisers of nicotine) were enrolled and randomly assigned to the three interventions (408 placebo, 418 nicotine patch, 420 varenicline).",PMID:25588294,yes,high,,"The trial's main report (Lerman et al., Lancet Respir Med 2015), abstract. The full text adds that 1733 smokers were screened. The abstract dates the trial Nov 2010 to Sept 2014, the full-text methods November 2010 to September 2013.",s042
COHO:0000845,Riesgo de Enfermedad TROmboembólica VEnosa,cohort,,patients with VT and controls in the RETROVE study sample,398,398,,"They include the LURIC (Ludwigshafen Risk and Cardiovascular Health) study, 27 composed of 1833 individuals among whom 100 reported venous thrombosis (VT); a subsample of 1011 participants from the MARTHA (Marseille Thrombosis Association) study, 28 which consists of 1 592 patients with VT; a subsample of 865 participants from the MEGA (Multiple Environmental and Genetic Assessment) study, 29 comprising 1289 patients with VT; and the RETROVE (Riesgo de Enfermedad Tromboembolica Venosa) 30 study, which included a sample of 398 patients with VT and 398 controls.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11935730/fullTextXML,yes,medium,,"From the example study PMID:39424413. Its Table 1 gives RETROVE 'Total, n' as 796, a table cell and not a sentence, so participants is left null. The definition source PMC10247781 used a subset: 'the Spanish Riesgo de Enfermedad TROmboembólica VEnosa (RETROVE) study (n = 668) of patients sampled post anticoagulant treatment (n = 308), with population based controls (n = 360)'. RETROVE's own design paper (reference 30 of the example study) was not read.",s042
COHO:0000846,Recurrent Venous Thromboembolism Risk Stratification Evaluation,cohort,665,participants enrolled October 2001 to March 2006,,,2006,"Between October 2001 and March 2006, we enrolled 665 participants.",https://pmc.ncbi.nlm.nih.gov/articles/PMC2518177/,yes,high,,"REVERSE derivation paper (Rodger et al., CMAJ 2008, PMID:18725614). Its flow chart has 'Enrolled n = 665 Followed-up n = 646 Completed follow-up n = 600 Included in analysis n = 646', and the abstract (the figure the COHO definition uses) says '646 participants with a first, unprovoked major venous thromboembolism were enrolled over a 4-year period.' 665 is the enrolment, 646 those followed and analysed. PMC13240746 also says REVERSE-I 'enrolled 646 patients between 2001 and 2006'.",s042
COHO:0000847,Suivi Temporaire Annuel Non-Invasif de la Santé des Lorrains Assurés Sociaux,cohort,4295,subjects in 1006 families recruited 1993-1995,,,1995,"The STANISLAS study cohort is a single‐center longitudinal cohort recruited between 1993 and 1995 at the Center for Preventive Medicine in Nancy, France, composed of 1006 families with 4295 subjects.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9238600/fullTextXML,yes,high,,"Definition source (Kanbay et al., JAHA 2022, PMID:35470676, also the example study). The cohort's own profile paper (rationale and design of the fourth visit) was not read; it would give the fourth-visit numbers.",s042
COHO:0000848,Strong Heart Study,cohort,4549,American Indian adults aged 45+ recruited 1989-1991,,,1989-1991,"This genetic association study used data from the SHS, a large, well-characterized cohort of 4549 self-identified American Indian adults aged 45 years or older, who were recruited from tribal communities in Arizona, Oklahoma, North Dakota, and South Dakota (1989-1991).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11904716/fullTextXML,yes,high,,PMID:40072435 (example study). The study itself analysed 3157 genotyped SHS participants. Number is the original phase I cohort; later family-study additions not counted here.,s043
COHO:0000849,South London Ethnicity and Stroke Study,cohort,,stroke patients: 1200 black and 1200 white (no total stated),,,1999-2010,"To address these issues and to investigate the mechanisms underlying the increased stroke incidence in black individuals, the South London Ethnicity and Stroke Study (SLESS) was established, recruiting 1200 consecutive black and 1200 white stroke admissions from a geographically contiguous area in London, UK.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4873985/fullTextXML,yes,medium,,"PMID:27197724 (final results paper) states the two arms (1200 black, 1200 white stroke patients) but no overall total, and does not give the number of community controls recruited; a total was not computed. PMID:28349126 (genetic study) gives the analysed subset after QC: 'After quality control procedures, there were 917 stroke cases and 868 controls, all of black African or black African Carribean ancestry.' A source stating the total recruited (patients plus controls) would settle it.",s043
COHO:0000850,SLI Consortium cohort,cohort,840,individuals in 184 nuclear families (waves 1 and 2),,,2004,"Amalgamation of the wave 2 sample with the cohort used for the genome screen generated a total of 184 families (840 individuals, 393 independent sib pairs).",PMID:15133743,yes,medium,,"Quote from the Europe PMC abstract of the SLI Consortium 2004 AJHG paper (https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=TITLE%3A%22expanded%20sample%20of%20individuals%20affected%20by%20specific%20language%20impairment%22&format=json&resultType=core). The later definition source PMID:19646677 (2009) reports a larger collection of '211 SLIC families' but no count of individuals, so the 840 is out of date. Individual count for the 211-family collection, e.g. in the GenLang supplement of PMID:35998220 (not cached), would settle it.",s043
COHO:0000851,US Servicemen's Testicular Tumor Environmental and Endocrine Determinants Study,cohort,,TGCT cases and matched controls enrolled 2002-2005 (no total stated),767,928,2002-2005,"Eligible controls (n=928) were individually matched to cases (n=767) based on age at diagnosis (within 1 year), ethnicity (white, black and other) and date when serum was donated (within 30 days).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3314781/fullTextXML,yes,high,,"PMID:22343618. Its abstract gives controls as n=929 ('TGCT cases diagnosed between 2002 and 2005 (n=767) were matched on age, race and serum draw date to at least one control (n=929).'); PMID:17110638 abstract also says '767 cases and 928 controls enrolled'. No source read states the combined total, so participants is left null rather than summed. Analyses of subsets report smaller numbers (e.g. 754/928, 577/707, 517/790).",s043
COHO:0000852,Tromsø Study,cohort,45473,people who attended one or more of Tromsø1-Tromsø7,,,1974-2016,"It consists of seven waves, known as Tromsø1 through Tromsø7, and a total of 45 473 people attended one or more surveys.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12184346/fullTextXML,yes,high,,Definition source (PMC12184346). That paper analysed 4367 participants; Tromsø7 second visit 8346. A later count including Tromsø8 (2025-) would supersede this if the cohort's own profile gives one.,s043
COHO:0000853,Texas Bladder Cancer Study,cohort,,GWAS-genotyped subset: cases and controls (no total stated),497,957,,Cases (n = 497) and controls (n = 957) in the Texas Bladder Cancer Study (TXBCS) who had been genotyped using a Genome-Wide Association panel were derived from an ongoing hospital-based bladder cancer case-control study [21].,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3526593/fullTextXML,yes,low,,"PMID:23284679. These are only the genotyped cases and controls from an ongoing study, not the whole enrolment; no total is stated. The example study PMID:37210288's supplement (not cached as text) may give TXBCS numbers; the MD Anderson bladder cancer case-control study's own design paper (ref 21 of PMC3526593) would settle the full enrolment.",s043
