ID	TYPE	label	data collection location	evidence	source
COHO:0001084	owl:NamedIndividual	Genetics of Kidneys in Diabetes Study	dbpedia:United_States|dbpedia:Canada	The George Washington University (GWU) Biostatistics Center coordinated the recruitment of volunteers (through mass media advertisement) living throughout the U.S. (excluding New England) and Canada to 1 of 27 clinical centers located across the U.S. and Canada.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2682673/fullTextXML
COHO:0001085	owl:NamedIndividual	Graz Stroke Study	dbpedia:Austria	Of those sites, 7 are European centers (BASICMAR—Spain, BRAINS—United Kingdom, GRAZ—Austria, KRAKOW—Poland, LEUVEN—Belgium, LUND STROKE REGISTER—Sweden, and SAHLSIS—Sweden) and 5 are based in the United States (GASROS, GCNKSS, GEOS, ISGS, and MIAMISR).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5570675/fullTextXML
COHO:0001086	owl:NamedIndividual	Head and Neck 5000	dbpedia:United_Kingdom	Head and Neck 5000 is an observational study that recruited people with head and neck cancer from across the United Kingdom.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4301458/fullTextXML
COHO:0001087	owl:NamedIndividual	International Agency for Research on Cancer Central Europe Study	dbpedia:Romania|dbpedia:Poland|dbpedia:Russia|dbpedia:Slovakia|dbpedia:Czech_Republic	For the central European lung cancer study, the controls overlapped with the central European UADT cancer study for Bucharest (Romania), Lodz (Poland), Moscow (Russia), Banska Bystrika (Slovakia), and Olomouc and Prague (Czech Republic).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3060072/fullTextXML
COHO:0001088	owl:NamedIndividual	Institute for Behavioral Genetics	dbpedia:United_States	The Colorado Twin Registry (CTR) is a population-based registry housed at the Institute for Behavioral Genetics at the University of Colorado.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A23092589+AND+SRC%3AMED&format=json&resultType=core
COHO:0001089	owl:NamedIndividual	International Collaboration for the Genomics of HIV	dbpedia:Northern_America|dbpedia:Europe|dbpedia:Australia|dbpedia:Africa	The International Collaboration for the Genomics of HIV was established as a platform to combine all available genome-wide SNP data sets obtained on HIV-1 infected individuals worldwide. Patient material was collected at multiple clinical centers across North America, Europe, Australia and Africa (a list of contributing cohort studies and centers is given at the end of the paper).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3723635/fullTextXML
COHO:0001090	owl:NamedIndividual	International Endometriosis Genetics Consortium	dbpedia:Europe|dbpedia:United_States|dbpedia:Australia|dbpedia:Japan	We conducted a meta-analysis of 24 GWAS with a total effective sample size of 206,106 (60,674 cases and 701,926 controls) of European (98%: Europe, USA, Australia), and East Asian (2%: Japan) ancestry.	https://pmc.ncbi.nlm.nih.gov/articles/PMC10042257/
COHO:0001091	owl:NamedIndividual	INGI-Val Borbera	dbpedia:Italy	The aim of the present study is to characterize the population isolate of the upper Val Borbera, a large valley localized within the Apennine mountains of Piedmont, in the Northwest of Italy, geographically secluded from the surrounding areas.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2761731/fullTextXML
COHO:0001092	owl:NamedIndividual	Ischemic Stroke Genetics Study	dbpedia:United_States	The ISGS is a prospective case-control genetic association study of patients with first-ever ischemic stroke at 5 US tertiary stroke centers.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A17845914+AND+SRC%3AMED&format=json&resultType=core
COHO:0001093	owl:NamedIndividual	Karolinska Mammography Project for Risk Prediction of Breast Cancer	dbpedia:Sweden	Briefly, the KARMA Cohort consists of 70,877 women performing a screening or clinical mammogram at 4 hospitals in Sweden during the period October 2010–March 2013 [20].	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8909613/fullTextXML
COHO:0001094	owl:NamedIndividual	Kathleen Cuningham Foundation Consortium for Research into Familial Breast Cancer	dbpedia:Australia	These families were ascertained in Australia through the Kathleen Cuningham Foundation Consortium for Research into Familial Breast Cancer.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A15217503+AND+SRC%3AMED&format=json&resultType=core
COHO:0001094	owl:NamedIndividual	Kathleen Cuningham Foundation Consortium for Research into Familial Breast Cancer	dbpedia:New_Zealand	kConFab was initiated in 1997, and with the help of the Family Cancer Centres in Australia and New Zealand began enrolling families with a strong history of breast and breast/ovarian cancer.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9006574/supplementaryFiles
COHO:0001095	owl:NamedIndividual	Krakow stroke genetics study	dbpedia:Poland	All consecutive subjects with ischemic stroke (fulfilling WHO criteria12 (3)) who were admitted to the Stroke Unit at the Jagiellonian University (Krakow, Poland) and who provided informed consent were included in the study.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-018-0058-3/MediaObjects/41588_2018_58_MOESM1_ESM.pdf
COHO:0001096	owl:NamedIndividual	Leuven Stroke Genetics Study	dbpedia:Belgium	Cases of European descent with cerebral ischemia, defined as a clinical stroke with imaging confirmation or a TIA with a new ischemic lesion on diffusion-weighted imaging, who were admitted to the Stroke Unit of the University Hospitals (Leuven, Belgium) were enrolled in the LSGS between 2005 and 2009.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-018-0058-3/MediaObjects/41588_2018_58_MOESM1_ESM.pdf
COHO:0001097	owl:NamedIndividual	Men of African Descent and Carcinoma of the Prostate	dbpedia:Ghana|dbpedia:Nigeria|dbpedia:South_Africa	Figure 1 depicts the MADCaP Network’s organizational structure, which has seven participant accrual centers in Ghana, Nigeria, Senegal, and South Africa with several SSA and US centers partnered to enhance capacity building and offer mentorship.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6223491/fullTextXML
COHO:0001098	owl:NamedIndividual	Maywood Cohort	dbpedia:United_States	The Maywood cohort consisted of African Americans from Maywood, IL, who were enrolled in studies of blood pressure at the Loyola University Chicago Stritch School of Medicine, Maywood, IL, USA	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5419579/supplementaryFiles
COHO:0001099	owl:NamedIndividual	Minnesota Breast Cancer Family Study	dbpedia:United_States	In total, 426 multigenerational families were ascertained through a breast cancer proband diagnosed from 1944 to 1952 at the University of Minnesota.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9006574/supplementaryFiles
COHO:0001100	owl:NamedIndividual	Middlesex County Ischemic Stroke Study	dbpedia:United_States	The MCISS was initiated as a prospective hospital based stroke registry at the New Jersey Neuroscience Institute (Edison, NJ, U.S.A.).	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-018-0058-3/MediaObjects/41588_2018_58_MOESM1_ESM.pdf
COHO:0001101	owl:NamedIndividual	HARMONISATION study	dbpedia:Singapore	The Harmonization study is an ongoing prospective study which recruited patients from memory clinics of the National University Hospital and St. Luke’s Hospital in Singapore, aiming to examine cognitive deterioration and associated biomarkers in older Asian individuals with cognitive impairment and dementia due to AD and/or cerebrovascular disease (CeVD).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12588707/fullTextXML
COHO:0001102	owl:NamedIndividual	Genes Affecting Stroke Risk and Outcome Study	dbpedia:United_States	Of those sites, 7 are European centers (BASICMAR—Spain, BRAINS—United Kingdom, GRAZ—Austria, KRAKOW—Poland, LEUVEN—Belgium, LUND STROKE REGISTER—Sweden, and SAHLSIS—Sweden) and 5 are based in the United States (GASROS, GCNKSS, GEOS, ISGS, and MIAMISR).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5570675/fullTextXML
COHO:0001103	owl:NamedIndividual	Melanoma Institute Australia cohort	dbpedia:Australia	With written, informed consent, patients with histo-pathological confirmed CM cases managed at MIA, Sydney, Australia were identified from this Biospecimen Bank and Database.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9446843/fullTextXML
COHO:0001104	owl:NamedIndividual	Montrachet Study	dbpedia:France	Participants were recruited in Dijon (France), from the ongoing population‐based 3C Study.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5057364/fullTextXML
COHO:0001105	owl:NamedIndividual	MUNICH stroke study	dbpedia:Germany	MUNICH* Munich, Germany Hospital-based 2002–2009	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC4056331/unicode
COHO:0001106	owl:NamedIndividual	Murcia Twin Registry	dbpedia:Spain	MTR is a population-based register of adult twins in the region of Murcia, located in southeast Spain.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12367547/supplementaryFiles
COHO:0001107	owl:NamedIndividual	Norwegian, Exeter and King's College Consortium for Genetics of Neuropsychiatric Symptoms in Dementia	dbpedia:Norway	NorCog is a national quality- and research registry collecting extensive clinical data and biobank material at outpatient clinics across Norway.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11114588/supplementaryFiles
COHO:0001107	owl:NamedIndividual	Norwegian, Exeter and King's College Consortium for Genetics of Neuropsychiatric Symptoms in Dementia	dbpedia:Italy|dbpedia:Greece	and from the following outpatient clinics in Italy and Greece (Italian and Greek Hospital Outpatients): Centre for Neurodegenerative Disorders, University of Brescia; IRCCS Casa Sollievo della Sofferenza, Neuropsychiatry Clinic of the Eginition Hospital, Athens.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11114588/supplementaryFiles
COHO:0001107	owl:NamedIndividual	Norwegian, Exeter and King's College Consortium for Genetics of Neuropsychiatric Symptoms in Dementia	dbpedia:United_Kingdom|dbpedia:France|dbpedia:Finland|dbpedia:Poland	The AddNeuroMed study involves six cross-European collection study sites; London (United Kingdom), Toulouse (France), Perugia (Italy), Kuopio (Finland), Lodz (Poland), and Thessaloniki (Greece)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11114588/supplementaryFiles
COHO:0001108	owl:NamedIndividual	NeuroGenetics Research Consortium	dbpedia:United_States	Subjects were enrolled by NGRC investigators, using standardized methods, at four NGRC-affiliated movement disorder clinics in the United States.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7293233/fullTextXML
COHO:0001109	owl:NamedIndividual	Genetics of Hypertension in Blacks	dbpedia:Nigeria	Study participants were recruited from Yoruba-speaking communities in southwest Nigeria as part of a long-term study on the environmental and genetic factors underlying hypertension [10].	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3353888/fullTextXML
COHO:0001110	owl:NamedIndividual	Nanjing Medical University Global Screening Array project	dbpedia:China	Specifically, these included the NJMU Global Screening Array project (10,248 cases and 9,298 controls), with participants recruited from five major cities in China (Nanjing, Shanghai, Beijing, Tianjin, and Guangzhou); the NJMU GWAS dataset (2,126 cases and 3,077 controls) [17]; and the NJMU OncoArray dataset (953 cases and 953 controls).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13348699/fullTextXML
COHO:0001111	owl:NamedIndividual	Parkinson's Disease Cognitive Genetics Consortium	dbpedia:United_States	We performed detailed longitudinal assessments of 740 patients with PD who were volunteer research participants enrolled at 7 sites for the PD Cognitive Genetics Consortium, including University of Pennsylvania, Philadelphia; Feinstein Institute for Medical Research, Manhasset, New York; The Johns Hopkins University, Baltimore, Maryland; Mayo Clinic, Jacksonville, Florida; Pacific Northwest Udall Center (PANUC), Portland, Oregon, and Seattle, Washington (all 6 are Morris K. Udall Centers of Excellence for Parkinson’s Disease Research); and Rush University Medical Center, Chicago, Illinois.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5056861/unicode
COHO:0001112	owl:NamedIndividual	Poland Ovarian Cancer Study	dbpedia:Poland		
COHO:0001113	owl:NamedIndividual	Screening Across the Lifespan Twin survey, Younger cohort	dbpedia:Sweden	The data collection began in the fall of 2008 by sending an extensive questionnaire to 24,914 Swedish twins, and it was completed in the summer of 2010.	https://www.cambridge.org/core/journals/twin-research-and-human-genetics/article/swedish-twin-registry-content-and-management-as-a-research-infrastructure/C22D50E7162D4A9F63706B2B4B84C75B
COHO:0001114	owl:NamedIndividual	Severe Asthma Research Program	dbpedia:United_States	In November 2012 the NIH/NHLBI formed SARP III, a network of U.S. investigators and a data coordinating center (DCC) located at regional academic health centers involved in severe asthma research.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC5832534/unicode
COHO:0001115	owl:NamedIndividual	Sickle Cell Clinical Research and Intervention Program	dbpedia:United_States	Of 501 children aged at least 3 years old, who lived in Tennessee and enrolled in SCCRIP, 435 had sufficient environmental data to be mapped to a census tract (Table 1).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11652775/fullTextXML
COHO:0001116	owl:NamedIndividual	Asian Indian Diabetic Heart Study/Sikh Diabetes Study	dbpedia:India	All study participants of AIDHS/SDS were from the Northern part of India and were recruited from 2003 to 2009.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10752110/fullTextXML
COHO:0001118	owl:NamedIndividual	St George's stroke cohort	dbpedia:United_Kingdom	The Wellcome Trust Case Control Consortium 2 (WTCCC2) ischemic stroke study comprises ischemic stroke cases recruited from 3 centers in the United Kingdom (St George's London, Oxford, and Edinburgh) and 1 center in Munich, Germany.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3582024/fullTextXML
COHO:0001119	owl:NamedIndividual	Sisters in Breast Screening Study	dbpedia:United_Kingdom	Families were identified through the National Health Service breast screening program in the United Kingdom.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9006574/supplementaryFiles
COHO:0001120	owl:NamedIndividual	St. Jude Lifetime Cohort Study	dbpedia:United_States	Childhood cancer survivors were recruited from 8192 survivors diagnosed between 1962 and 2012 with paediatric cancer and treated at St. Jude Children’s Research Hospital in Memphis, TN.	https://pmc.ncbi.nlm.nih.gov/articles/PMC8453382/
COHO:0001121	owl:NamedIndividual	Swedish Low-risk Colorectal Cancer Study	dbpedia:Sweden		
