ID	TYPE	label	participants	participants evidence	participants source	participants note	cases	cases evidence	cases source	cases note	controls	controls evidence	controls source	controls note
COHO:0001095	owl:NamedIndividual	Krakow stroke genetics study	1487	KRAKOW Krakow, Poland Hospital-based 2001–2011 1487 19–100 48 100 0	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC4056331/unicode	ischaemic stroke cases phenotyped for SiGN as of April 2013 (cases only)	1487	KRAKOW Krakow, Poland Hospital-based 2001–2011 1487 19–100 48 100 0	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC4056331/unicode	ischaemic stroke cases phenotyped for SiGN as of April 2013 (cases only)				
COHO:0001096	owl:NamedIndividual	Leuven Stroke Genetics Study	524	LEUVEN Leuven, Belgium Hospital-based 2005–2009 524 18–97 42 100 0	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC4056331/unicode	cerebral ischaemia cases phenotyped for SiGN as of April 2013 (cases only)	524	LEUVEN Leuven, Belgium Hospital-based 2005–2009 524 18–97 42 100 0	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC4056331/unicode	cerebral ischaemia cases phenotyped for SiGN as of April 2013 (cases only)				
COHO:0001097	owl:NamedIndividual	Men of African Descent and Carcinoma of the Prostate					2505	Using the Men of African Descent and Carcinoma of the Prostate (MADCaP) network, we evaluated the association of self-reported FHx of CaP in fathers and brothers in a case-control study of 2,505 prostate cancer cases and 2,222 age-matched controls ascertained from seven centers across Africa.	PMID:41812093	prostate cancer cases and age-matched controls from seven African centres (no total stated), 2026	2222	Using the Men of African Descent and Carcinoma of the Prostate (MADCaP) network, we evaluated the association of self-reported FHx of CaP in fathers and brothers in a case-control study of 2,505 prostate cancer cases and 2,222 age-matched controls ascertained from seven centers across Africa.	PMID:41812093	prostate cancer cases and age-matched controls from seven African centres (no total stated), 2026
COHO:0001098	owl:NamedIndividual	Maywood Cohort	1147	As part of a study of the genetics of hypertension, we examined families that included 1449 Nigerians and 1147 African Americans.	PMID:10818078	African Americans in the hypertension family study (US arm), 2000								
COHO:0001099	owl:NamedIndividual	Minnesota Breast Cancer Family Study	9073	A total of 9073 at-risk women were studied: 56% were biological relatives of the case probands, whereas the others were related through marriage.	PMID:10613336	at-risk women (relatives and marry-ins) of 426 probands, followed through 1996								
COHO:0001100	owl:NamedIndividual	Middlesex County Ischemic Stroke Study	1139	From 2000 to 2009, 1,139 subjects with ischemic strokes were enrolled in this registry.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-018-0058-3/MediaObjects/41588_2018_58_MOESM1_ESM.pdf	ischaemic stroke patients enrolled in the registry 2000-2009								
COHO:0001101	owl:NamedIndividual	HARMONISATION study	700	HARMONIZATION recruited and deeply phenotyped 700 older multi-ethnic Asians with no cognitive impairment, mild cognitive impairment, and dementia for up to 5 years of follow-up.	PMID:41160443	memory-clinic patients recruited 2010-2020								
COHO:0001102	owl:NamedIndividual	Genes Affecting Stroke Risk and Outcome Study	686	GASROS Boston, USA Hospital-based 2003–2009 686 18–100 36 90 4	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC4056331/unicode	ischaemic stroke cases phenotyped for SiGN as of April 2013 (cases only)	686	GASROS Boston, USA Hospital-based 2003–2009 686 18–100 36 90 4	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC4056331/unicode	ischaemic stroke cases phenotyped for SiGN as of April 2013 (cases only)				
COHO:0001103	owl:NamedIndividual	Melanoma Institute Australia cohort	5762	First, we conducted two GWAS of MSS in the MIA cohort (5762 patients with melanoma and 800 melanoma-specific deaths) and in UKB cohort (5220 melanoma patients and 241 melanoma-specific deaths).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9446843/fullTextXML	genotyped melanoma patients analysed for melanoma-specific survival (2022)								
COHO:0001104	owl:NamedIndividual	Montrachet Study	1153	In 2009-2011, 1153 participants from the 3 Cities Study, aged 75 years or more, had an initial eye examination and were scheduled for eye examinations.	PMID:26466845	3C Study participants aged 75+ with an initial eye examination (2011)								
COHO:0001105	owl:NamedIndividual	MUNICH stroke study	1383	The Munich samples included 1383 ischemic stroke cases.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-018-0058-3/MediaObjects/41588_2018_58_MOESM1_ESM.pdf	ischaemic stroke cases collected at the Munich stroke unit (cases only)	1383	The Munich samples included 1383 ischemic stroke cases.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-018-0058-3/MediaObjects/41588_2018_58_MOESM1_ESM.pdf	ischaemic stroke cases collected at the Munich stroke unit (cases only)				
COHO:0001106	owl:NamedIndividual	Murcia Twin Registry	3971	The registry currently includes data from 3971 individual twins born between 1940 and 1999, as well as an associated biobank containing samples from 1586 participants.	PMID:41913940	individual twins with data in the registry (2026)								
COHO:0001107	owl:NamedIndividual	Norwegian, Exeter and King's College Consortium for Genetics of Neuropsychiatric Symptoms in Dementia	3111	Schizophrenia PRS was calculated using Psychiatric Genomics Consortium data at ten GWAS p value thresholds ( P T ) in 3111 AD cases from 11 cohort studies characterized for psychosis using validated, standardized tools.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6805870/fullTextXML	AD cases from 11 cohort studies in the consortium's 2019 psychosis PRS analysis								
COHO:0001108	owl:NamedIndividual	NeuroGenetics Research Consortium	3986	Parkinson 2014 99.92±0.08 1 13 2000 67.3 58.34±11.93 67.26±10.67 Controls 1999 99.92±0.08 3 10 1986 38.7 -- 70.32±14.09 Total 4013 99.92±0.08 4 23 3986	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.642/MediaObjects/41588_2010_BFng642_MOESM8_ESM.pdf	cases and controls analysed in the 2010 NGRC genome-wide association study	2000	Parkinson 2014 99.92±0.08 1 13 2000 67.3 58.34±11.93 67.26±10.67 Controls 1999 99.92±0.08 3 10 1986 38.7 -- 70.32±14.09 Total 4013 99.92±0.08 4 23 3986	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.642/MediaObjects/41588_2010_BFng642_MOESM8_ESM.pdf	cases and controls analysed in the 2010 NGRC genome-wide association study	1986	Parkinson 2014 99.92±0.08 1 13 2000 67.3 58.34±11.93 67.26±10.67 Controls 1999 99.92±0.08 3 10 1986 38.7 -- 70.32±14.09 Total 4013 99.92±0.08 4 23 3986	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.642/MediaObjects/41588_2010_BFng642_MOESM8_ESM.pdf	cases and controls analysed in the 2010 NGRC genome-wide association study
COHO:0001109	owl:NamedIndividual	Genetics of Hypertension in Blacks	1614	The final cleaned dataset thus consisted of 1614 unrelated adult hypertensive (n = 790) and normotensive (n = 824) subjects, 940 females and 674 males with 759,215 SNPs across both the 22 autosomal and X chromosomes.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3353888/fullTextXML	unrelated Nigerian adults in the quality-controlled genome-wide dataset (2012)								
COHO:0001110	owl:NamedIndividual	Nanjing Medical University Global Screening Array project	19546	For the present study, we newly performed genome-wide scan for 19,546 samples (NJMU GSA project: 10,248 cases and 9,298 controls) using Illumina Global Screening Array (GSA), which included three studies (Nanjing GSA study: 4,149 cases and 3,198 controls from Nanjing and Shanghai; Beijing GSA study: 2,155 cases and 2,035 controls from Beijing and Tianjin; and Guangzhou GSA study: 3,944 cases and 4,065 controls from Guangdong).	https://europepmc.org/api/getPdf?pmcid=PMC7015703	NSCLC cases and controls genotyped on the Global Screening Array (2019)	10248	For the present study, we newly performed genome-wide scan for 19,546 samples (NJMU GSA project: 10,248 cases and 9,298 controls) using Illumina Global Screening Array (GSA), which included three studies (Nanjing GSA study: 4,149 cases and 3,198 controls from Nanjing and Shanghai; Beijing GSA study: 2,155 cases and 2,035 controls from Beijing and Tianjin; and Guangzhou GSA study: 3,944 cases and 4,065 controls from Guangdong).	https://europepmc.org/api/getPdf?pmcid=PMC7015703	NSCLC cases and controls genotyped on the Global Screening Array (2019)	9298	For the present study, we newly performed genome-wide scan for 19,546 samples (NJMU GSA project: 10,248 cases and 9,298 controls) using Illumina Global Screening Array (GSA), which included three studies (Nanjing GSA study: 4,149 cases and 3,198 controls from Nanjing and Shanghai; Beijing GSA study: 2,155 cases and 2,035 controls from Beijing and Tianjin; and Guangzhou GSA study: 3,944 cases and 4,065 controls from Guangdong).	https://europepmc.org/api/getPdf?pmcid=PMC7015703	NSCLC cases and controls genotyped on the Global Screening Array (2019)
COHO:0001111	owl:NamedIndividual	Parkinson's Disease Cognitive Genetics Consortium	1424	We enrolled and clinically assessed 1,424 participants with PD in studies at eight sites which together comprise the PD Cognitive Genetics Consortium (PDCGC; Appendix e-1).	https://pmc.ncbi.nlm.nih.gov/articles/PMC4724255/	PD patients enrolled and clinically assessed at the eight consortium sites (2015)								
COHO:0001112	owl:NamedIndividual	Poland Ovarian Cancer Study					545	POC (Polish Ovarian Cancer Study) Szczecin, Poznan, Opole and Rzeszow, Poland Population-based case-control 545 55.0 (0.5) 525 57.5 (0.5)	https://pmc.ncbi.nlm.nih.gov/articles/PMC3108970/	invasive ovarian cancer cases and controls (white non-Hispanic women) in an OCAC pooled analysis (2011)	525	POC (Polish Ovarian Cancer Study) Szczecin, Poznan, Opole and Rzeszow, Poland Population-based case-control 545 55.0 (0.5) 525 57.5 (0.5)	https://pmc.ncbi.nlm.nih.gov/articles/PMC3108970/	invasive ovarian cancer cases and controls (white non-Hispanic women) in an OCAC pooled analysis (2011)
COHO:0001113	owl:NamedIndividual	Screening Across the Lifespan Twin survey, Younger cohort	11482	Out of these, 11,482 (98.6%) respondents gave informed consent to have their responses stored and analyzed.	https://doi.org/10.1017/thg.2019.99	questionnaire respondents who consented to storage and analysis (2010)								
COHO:0001114	owl:NamedIndividual	Severe Asthma Research Program	1644	The National Heart, Lung, and Blood Institute Severe Asthma Research Program (SARP) has characterized over the past 10 years 1,644 patients with asthma, including 583 individuals with severe asthma.	PMID:22095547	patients with asthma characterized in SARP I and II (2001-2011)								
COHO:0001115	owl:NamedIndividual	Sickle Cell Clinical Research and Intervention Program	1044	As of August 2017, 1,044 (92.3% of eligible) patients with SCD have enrolled in the study (860 children and 184 adults), with 11,915 person-years of observation.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A29797644+AND+SRC%3AMED&format=json&resultType=core	patients with sickle cell disease enrolled by August 2017								
COHO:0001116	owl:NamedIndividual	Asian Indian Diabetic Heart Study/Sikh Diabetes Study	4602	Weighted PRS models were constructed and analyzed on 4602 individuals from the Asian Indian Diabetes Heart Study/Sikh Diabetes Study (AIDHS/SDS) as discovery/training and test/validation datasets.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10752110/fullTextXML	genotyped participants analysed in a 2023 PRS study (analysed subset)								
COHO:0001117	owl:NamedIndividual	Sickle Cell Genome Project	722	The SGP cohort consists of 722 participants from BCM or the SCCRIP cohort at St. Jude Children’s Research Hospital who were analyzed by WGS.	https://europepmc.org/api/getPdf?pmcid=PMC8341359	individuals with HbSS or HbSβ0-thalassemia whose genomes were sequenced (2021)								
COHO:0001118	owl:NamedIndividual	St George's stroke cohort	684	ST GEORGE’S London, England Hospital-based 1995–2008 684 18–102 47 100 0	https://pmc.ncbi.nlm.nih.gov/articles/PMC4056331/	ischaemic stroke cases classified with CCS in SiGN (as of April 2013)								
COHO:0001119	owl:NamedIndividual	Sisters in Breast Screening Study	1740	1740 cancer-free subjects were genotyped.	https://pmc.ncbi.nlm.nih.gov/articles/PMC2901592/	cancer-free women genotyped (subset; full enrolment not stated), 2010								
COHO:0001120	owl:NamedIndividual	St. Jude Lifetime Cohort Study	6005	As of 12 March 2020, 73.3% (6005/8192) of all living, eligible survivors have enrolled and 80.1% have enrolled or confirmed their interest in participating.	https://pmc.ncbi.nlm.nih.gov/articles/PMC8453382/	childhood cancer survivors enrolled (signed consent) by March 2020								
COHO:0001121	owl:NamedIndividual	Swedish Low-risk Colorectal Cancer Study	3300	The CRC low-risk study is a Swedish multicenter cohort study including more than 3,300 consecutive CRC cases recruited in 2004–2009 (15).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11756881/fullTextXML	more than 3,300 consecutive colorectal cancer cases recruited 2004-2009 (lower bound)								
